feature,mean_abs_shap
S_812,0.0
S_811,0.0
S_810,0.0
S_809,0.0
S_838,0.0
S_807,0.0
S_806,0.0
S_805,0.0
S_804,0.0
S_803,0.0
S_802,0.0
S_801,0.0
S_800,0.0
S_799,0.0
S_808,0.0
S_837,0.0
S_836,0.0
S_835,0.0
S_834,0.0
S_833,0.0
S_832,0.0
S_831,0.0
S_830,0.0
S_829,0.0
S_818,0.0
S_827,0.0
S_826,0.0
S_825,0.0
S_824,0.0
S_823,0.0
S_822,0.0
S_821,0.0
S_820,0.0
S_961,0.0
S_819,0.0
S_828,0.0
S_934,0.0
S_933,0.0
S_932,0.0
S_931,0.0
S_930,0.0
S_929,0.0
S_928,0.0
S_927,0.0
S_926,0.0
S_877,0.0
S_924,0.0
S_923,0.0
S_922,0.0
S_921,0.0
S_956,0.0
S_920,0.0
S_919,0.0
S_918,0.0
S_917,0.0
S_925,0.0
S_954,0.0
S_953,0.0
S_952,0.0
S_951,0.0
S_950,0.0
S_949,0.0
S_948,0.0
S_947,0.0
S_946,0.0
S_955,0.0
S_944,0.0
S_943,0.0
S_942,0.0
S_941,0.0
S_940,0.0
S_939,0.0
S_938,0.0
S_937,0.0
S_936,0.0
S_935,0.0
S_945,0.0
S_896,0.0
S_895,0.0
S_894,0.0
S_893,0.0
S_892,0.0
S_891,0.0
S_890,0.0
S_889,0.0
S_888,0.0
S_916,0.0
S_886,0.0
S_885,0.0
S_884,0.0
S_883,0.0
S_882,0.0
S_881,0.0
S_880,0.0
S_879,0.0
S_878,0.0
S_887,0.0
S_915,0.0
S_914,0.0
S_913,0.0
S_912,0.0
S_911,0.0
S_910,0.0
S_909,0.0
S_908,0.0
S_907,0.0
S_897,0.0
S_957,0.0
S_905,0.0
S_904,0.0
S_903,0.0
S_902,0.0
S_958,0.0
S_901,0.0
S_900,0.0
S_899,0.0
S_898,0.0
S_906,0.0
S_425,0.0
S_424,0.0
S_423,0.0
S_422,0.0
S_421,0.0
S_420,0.0
S_419,0.0
S_418,0.0
S_417,0.0
S_798,0.0
S_415,0.0
S_414,0.0
S_413,0.0
S_412,0.0
S_411,0.0
S_410,0.0
S_409,0.0
S_408,0.0
S_407,0.0
S_416,0.0
S_469,0.0
S_468,0.0
S_967,0.0
S_460,0.0
S_457,0.0
S_456,0.0
S_450,0.0
S_445,0.0
S_444,0.0
S_968,0.0
S_436,0.0
S_435,0.0
S_434,0.0
S_433,0.0
S_432,0.0
S_431,0.0
S_430,0.0
S_429,0.0
S_428,0.0
S_427,0.0
S_439,0.0
S_385,0.0
S_384,0.0
S_383,0.0
S_970,0.0
S_382,0.0
S_381,0.0
S_380,0.0
S_379,0.0
S_378,0.0
S_406,0.0
S_376,0.0
S_375,0.0
S_374,0.0
S_373,0.0
S_372,0.0
S_371,0.0
S_370,0.0
S_368,0.0
S_367,0.0
S_377,0.0
S_405,0.0
S_404,0.0
S_403,0.0
S_402,0.0
S_401,0.0
S_400,0.0
S_399,0.0
S_398,0.0
S_397,0.0
S_386,0.0
S_969,0.0
S_395,0.0
S_394,0.0
S_393,0.0
S_392,0.0
S_391,0.0
S_390,0.0
S_389,0.0
S_388,0.0
S_387,0.0
S_396,0.0
S_777,0.0
S_776,0.0
S_775,0.0
S_774,0.0
S_773,0.0
S_772,0.0
S_771,0.0
S_770,0.0
S_769,0.0
S_470,0.0
S_767,0.0
S_766,0.0
S_765,0.0
S_764,0.0
S_762,0.0
S_753,0.0
S_752,0.0
S_729,0.0
S_728,0.0
S_768,0.0
S_797,0.0
S_796,0.0
S_795,0.0
S_794,0.0
S_793,0.0
S_792,0.0
S_791,0.0
S_790,0.0
S_789,0.0
S_778,0.0
S_788,0.0
S_787,0.0
S_786,0.0
S_785,0.0
S_784,0.0
S_783,0.0
S_782,0.0
S_781,0.0
S_780,0.0
S_779,0.0
S_962,0.0
S_965,0.0
S_642,0.0
S_639,0.0
S_635,0.0
S_634,0.0
S_633,0.0
S_601,0.0
S_595,0.0
S_591,0.0
S_727,0.0
S_570,0.0
S_559,0.0
S_543,0.0
S_542,0.0
S_533,0.0
S_518,0.0
S_473,0.0
S_472,0.0
S_471,0.0
S_966,0.0
S_726,0.0
S_725,0.0
S_724,0.0
S_723,0.0
S_709,0.0
S_703,0.0
S_963,0.0
S_694,0.0
S_688,0.0
S_644,0.0
S_666,0.0
S_664,0.0
S_663,0.0
S_661,0.0
S_658,0.0
S_657,0.0
S_656,0.0
S_655,0.0
S_646,0.0
S_964,0.0
S_680,0.0
ORF1ab_19054,0.0
ORF1ab_19053,0.0
ORF1ab_19052,0.0
ORF1ab_19051,0.0
ORF1ab_19050,0.0
ORF1ab_19049,0.0
ORF1ab_19048,0.0
ORF1ab_19047,0.0
ORF1ab_19046,0.0
ORF1ab_20498,0.0
ORF1ab_19044,0.0
ORF1ab_19043,0.0
ORF1ab_19042,0.0
ORF1ab_19041,0.0
ORF1ab_19040,0.0
ORF1ab_19039,0.0
ORF1ab_19038,0.0
ORF1ab_19037,0.0
ORF1ab_19036,0.0
ORF1ab_19035,0.0
ORF1ab_19045,0.0
ORF1ab_19075,0.0
ORF1ab_19074,0.0
ORF1ab_19073,0.0
ORF1ab_19072,0.0
ORF1ab_19071,0.0
ORF1ab_19070,0.0
ORF1ab_19069,0.0
ORF1ab_19068,0.0
ORF1ab_19067,0.0
ORF1ab_19055,0.0
ORF1ab_19065,0.0
ORF1ab_19064,0.0
ORF1ab_19063,0.0
ORF1ab_19062,0.0
ORF1ab_19061,0.0
ORF1ab_19060,0.0
ORF1ab_19059,0.0
ORF1ab_19058,0.0
ORF1ab_19057,0.0
ORF1ab_19056,0.0
ORF1ab_19066,0.0
ORF1ab_19012,0.0
ORF1ab_19000,0.0
ORF1ab_18999,0.0
ORF1ab_18956,0.0
ORF1ab_18951,0.0
ORF1ab_18922,0.0
ORF1ab_18916,0.0
ORF1ab_18903,0.0
ORF1ab_18896,0.0
ORF1ab_19034,0.0
ORF1ab_18885,0.0
ORF1ab_18881,0.0
ORF1ab_18858,0.0
ORF1ab_18853,0.0
ORF1ab_18837,0.0
ORF1ab_18833,0.0
ORF1ab_18827,0.0
ORF1ab_18822,0.0
ORF1ab_18798,0.0
ORF1ab_18792,0.0
ORF1ab_18887,0.0
ORF1ab_19033,0.0
ORF1ab_19032,0.0
ORF1ab_19031,0.0
ORF1ab_19030,0.0
ORF1ab_19029,0.0
ORF1ab_19028,0.0
ORF1ab_19027,0.0
ORF1ab_19026,0.0
ORF1ab_19025,0.0
ORF1ab_19013,0.0
ORF1ab_19023,0.0
ORF1ab_19022,0.0
ORF1ab_19021,0.0
ORF1ab_19020,0.0
ORF1ab_19019,0.0
ORF1ab_19018,0.0
ORF1ab_19017,0.0
ORF1ab_19016,0.0
ORF1ab_19015,0.0
ORF1ab_19014,0.0
ORF1ab_19024,0.0
ORF1ab_19139,0.0
ORF1ab_19138,0.0
ORF1ab_19137,0.0
ORF1ab_19136,0.0
ORF1ab_19135,0.0
ORF1ab_19134,0.0
ORF1ab_19133,0.0
ORF1ab_19132,0.0
ORF1ab_19131,0.0
ORF1ab_19076,0.0
ORF1ab_19129,0.0
ORF1ab_19128,0.0
ORF1ab_19127,0.0
ORF1ab_19126,0.0
ORF1ab_19125,0.0
ORF1ab_19124,0.0
ORF1ab_19123,0.0
ORF1ab_19122,0.0
ORF1ab_19121,0.0
ORF1ab_19120,0.0
ORF1ab_19130,0.0
ORF1ab_19160,0.0
ORF1ab_19159,0.0
ORF1ab_19158,0.0
ORF1ab_19157,0.0
ORF1ab_19156,0.0
ORF1ab_19155,0.0
ORF1ab_19154,0.0
ORF1ab_19153,0.0
ORF1ab_19152,0.0
ORF1ab_19140,0.0
ORF1ab_19150,0.0
ORF1ab_19149,0.0
ORF1ab_19148,0.0
ORF1ab_19147,0.0
ORF1ab_19146,0.0
ORF1ab_19145,0.0
ORF1ab_19144,0.0
ORF1ab_19143,0.0
ORF1ab_19142,0.0
ORF1ab_19141,0.0
ORF1ab_19151,0.0
ORF1ab_19096,0.0
ORF1ab_19095,0.0
ORF1ab_19094,0.0
ORF1ab_19093,0.0
ORF1ab_19092,0.0
ORF1ab_19091,0.0
ORF1ab_19090,0.0
ORF1ab_19089,0.0
ORF1ab_19088,0.0
ORF1ab_19119,0.0
ORF1ab_19086,0.0
ORF1ab_19085,0.0
ORF1ab_19084,0.0
ORF1ab_19083,0.0
ORF1ab_19082,0.0
ORF1ab_19081,0.0
ORF1ab_19080,0.0
ORF1ab_19079,0.0
ORF1ab_19078,0.0
ORF1ab_19077,0.0
ORF1ab_19087,0.0
ORF1ab_19118,0.0
ORF1ab_19117,0.0
ORF1ab_19116,0.0
ORF1ab_19115,0.0
ORF1ab_19114,0.0
ORF1ab_19113,0.0
ORF1ab_19112,0.0
ORF1ab_19111,0.0
ORF1ab_19110,0.0
ORF1ab_19109,0.0
ORF1ab_19097,0.0
ORF1ab_19107,0.0
ORF1ab_19106,0.0
ORF1ab_19105,0.0
ORF1ab_19104,0.0
ORF1ab_19103,0.0
ORF1ab_19102,0.0
ORF1ab_19101,0.0
ORF1ab_19100,0.0
ORF1ab_19099,0.0
ORF1ab_19098,0.0
ORF1ab_19108,0.0
ORF1ab_17648,0.0
ORF1ab_17647,0.0
ORF1ab_17646,0.0
ORF1ab_17645,0.0
ORF1ab_17644,0.0
ORF1ab_17643,0.0
ORF1ab_17642,0.0
ORF1ab_17641,0.0
ORF1ab_17640,0.0
ORF1ab_18765,0.0
ORF1ab_17638,0.0
ORF1ab_17637,0.0
ORF1ab_17636,0.0
ORF1ab_17635,0.0
ORF1ab_17634,0.0
ORF1ab_17633,0.0
ORF1ab_17632,0.0
ORF1ab_17631,0.0
ORF1ab_17630,0.0
ORF1ab_17629,0.0
ORF1ab_17639,0.0
ORF1ab_17669,0.0
ORF1ab_17668,0.0
ORF1ab_17667,0.0
ORF1ab_17666,0.0
ORF1ab_17665,0.0
ORF1ab_17664,0.0
ORF1ab_17663,0.0
ORF1ab_17662,0.0
ORF1ab_17661,0.0
ORF1ab_17649,0.0
ORF1ab_17659,0.0
ORF1ab_17658,0.0
ORF1ab_17657,0.0
ORF1ab_17656,0.0
ORF1ab_17655,0.0
ORF1ab_17654,0.0
ORF1ab_17653,0.0
ORF1ab_17652,0.0
ORF1ab_17651,0.0
ORF1ab_17650,0.0
ORF1ab_17660,0.0
ORF1ab_17602,0.0
ORF1ab_17601,0.0
ORF1ab_17600,0.0
ORF1ab_17599,0.0
ORF1ab_17598,0.0
ORF1ab_17597,0.0
ORF1ab_17596,0.0
ORF1ab_17595,0.0
ORF1ab_17594,0.0
ORF1ab_17628,0.0
ORF1ab_17592,0.0
ORF1ab_17591,0.0
ORF1ab_17590,0.0
ORF1ab_17589,0.0
ORF1ab_17588,0.0
ORF1ab_17587,0.0
ORF1ab_17586,0.0
ORF1ab_17585,0.0
ORF1ab_17584,0.0
ORF1ab_17583,0.0
ORF1ab_17593,0.0
ORF1ab_17627,0.0
ORF1ab_17626,0.0
ORF1ab_17625,0.0
ORF1ab_17624,0.0
ORF1ab_17623,0.0
ORF1ab_17622,0.0
ORF1ab_17621,0.0
ORF1ab_17620,0.0
ORF1ab_17619,0.0
ORF1ab_17618,0.0
ORF1ab_17603,0.0
ORF1ab_17616,0.0
ORF1ab_17615,0.0
ORF1ab_17614,0.0
ORF1ab_17613,0.0
ORF1ab_17612,0.0
ORF1ab_17611,0.0
ORF1ab_17607,0.0
ORF1ab_17606,0.0
ORF1ab_17605,0.0
ORF1ab_17604,0.0
ORF1ab_17617,0.0
ORF1ab_18393,0.0
ORF1ab_18387,0.0
ORF1ab_18383,0.0
ORF1ab_18319,0.0
ORF1ab_18306,0.0
ORF1ab_18304,0.0
ORF1ab_18291,0.0
ORF1ab_18274,0.0
ORF1ab_18262,0.0
ORF1ab_17670,0.0
ORF1ab_18234,0.0
ORF1ab_18222,0.0
ORF1ab_18207,0.0
ORF1ab_18204,0.0
ORF1ab_18193,0.0
ORF1ab_18188,0.0
ORF1ab_18171,0.0
ORF1ab_18160,0.0
ORF1ab_18153,0.0
ORF1ab_18148,0.0
ORF1ab_18244,0.0
ORF1ab_18753,0.0
ORF1ab_18747,0.0
ORF1ab_18742,0.0
ORF1ab_18734,0.0
ORF1ab_18732,0.0
ORF1ab_18717,0.0
ORF1ab_18708,0.0
ORF1ab_18681,0.0
ORF1ab_18639,0.0
ORF1ab_18429,0.0
ORF1ab_18613,0.0
ORF1ab_18606,0.0
ORF1ab_18595,0.0
ORF1ab_18564,0.0
ORF1ab_18563,0.0
ORF1ab_18539,0.0
ORF1ab_18524,0.0
ORF1ab_18492,0.0
ORF1ab_18483,0.0
ORF1ab_18480,0.0
ORF1ab_18616,0.0
ORF1ab_17796,0.0
ORF1ab_17768,0.0
ORF1ab_17764,0.0
ORF1ab_17735,0.0
ORF1ab_17729,0.0
ORF1ab_17715,0.0
ORF1ab_17713,0.0
ORF1ab_17706,0.0
ORF1ab_17704,0.0
ORF1ab_18133,0.0
ORF1ab_17702,0.0
ORF1ab_17701,0.0
ORF1ab_17700,0.0
ORF1ab_17695,0.0
ORF1ab_17691,0.0
ORF1ab_17686,0.0
ORF1ab_17682,0.0
ORF1ab_17677,0.0
ORF1ab_17674,0.0
ORF1ab_17671,0.0
ORF1ab_17703,0.0
ORF1ab_18131,0.0
ORF1ab_18096,0.0
ORF1ab_18084,0.0
ORF1ab_18065,0.0
ORF1ab_18063,0.0
ORF1ab_18036,0.0
ORF1ab_18034,0.0
ORF1ab_17991,0.0
ORF1ab_17984,0.0
ORF1ab_17982,0.0
ORF1ab_17815,0.0
ORF1ab_17919,0.0
ORF1ab_17912,0.0
ORF1ab_17903,0.0
ORF1ab_17902,0.0
ORF1ab_17899,0.0
ORF1ab_17880,0.0
ORF1ab_17865,0.0
ORF1ab_17856,0.0
ORF1ab_17823,0.0
ORF1ab_17822,0.0
ORF1ab_17920,0.0
ORF1ab_19429,0.0
ORF1ab_19428,0.0
ORF1ab_19427,0.0
ORF1ab_19426,0.0
ORF1ab_19425,0.0
ORF1ab_19424,0.0
ORF1ab_19423,0.0
ORF1ab_19422,0.0
ORF1ab_19421,0.0
ORF1ab_19161,0.0
ORF1ab_19419,0.0
ORF1ab_19418,0.0
ORF1ab_19417,0.0
ORF1ab_19416,0.0
ORF1ab_19415,0.0
ORF1ab_19414,0.0
ORF1ab_19413,0.0
ORF1ab_19412,0.0
ORF1ab_19411,0.0
ORF1ab_19410,0.0
ORF1ab_19420,0.0
ORF1ab_19497,0.0
ORF1ab_19496,0.0
ORF1ab_19495,0.0
ORF1ab_19484,0.0
ORF1ab_19476,0.0
ORF1ab_19474,0.0
ORF1ab_19459,0.0
ORF1ab_19458,0.0
ORF1ab_19454,0.0
ORF1ab_19430,0.0
ORF1ab_19452,0.0
ORF1ab_19450,0.0
ORF1ab_19449,0.0
ORF1ab_19437,0.0
ORF1ab_19436,0.0
ORF1ab_19435,0.0
ORF1ab_19434,0.0
ORF1ab_19433,0.0
ORF1ab_19432,0.0
ORF1ab_19431,0.0
ORF1ab_19453,0.0
ORF1ab_19387,0.0
ORF1ab_19386,0.0
ORF1ab_19385,0.0
ORF1ab_19384,0.0
ORF1ab_19383,0.0
ORF1ab_19382,0.0
ORF1ab_19381,0.0
ORF1ab_19380,0.0
ORF1ab_19379,0.0
ORF1ab_19409,0.0
ORF1ab_19377,0.0
ORF1ab_19376,0.0
ORF1ab_19375,0.0
ORF1ab_19374,0.0
ORF1ab_19373,0.0
ORF1ab_19372,0.0
ORF1ab_19371,0.0
ORF1ab_19370,0.0
ORF1ab_19369,0.0
ORF1ab_19368,0.0
ORF1ab_19378,0.0
ORF1ab_19408,0.0
ORF1ab_19407,0.0
ORF1ab_19406,0.0
ORF1ab_19405,0.0
ORF1ab_19404,0.0
ORF1ab_19403,0.0
ORF1ab_19402,0.0
ORF1ab_19401,0.0
ORF1ab_19400,0.0
ORF1ab_19388,0.0
ORF1ab_19398,0.0
ORF1ab_19397,0.0
ORF1ab_19396,0.0
ORF1ab_19395,0.0
ORF1ab_19394,0.0
ORF1ab_19393,0.0
ORF1ab_19392,0.0
ORF1ab_19391,0.0
ORF1ab_19390,0.0
ORF1ab_19389,0.0
ORF1ab_19399,0.0
ORF1ab_20219,0.0
ORF1ab_20216,0.0
ORF1ab_20213,0.0
ORF1ab_20204,0.0
ORF1ab_20169,0.0
ORF1ab_20165,0.0
ORF1ab_20157,0.0
ORF1ab_20154,0.0
ORF1ab_20141,0.0
ORF1ab_19500,0.0
ORF1ab_20132,0.0
ORF1ab_20120,0.0
ORF1ab_20073,0.0
ORF1ab_20061,0.0
ORF1ab_20056,0.0
ORF1ab_20043,0.0
ORF1ab_20013,0.0
ORF1ab_20009,0.0
ORF1ab_20004,0.0
ORF1ab_19998,0.0
ORF1ab_20137,0.0
ORF1ab_20596,0.0
ORF1ab_20580,0.0
ORF1ab_20568,0.0
ORF1ab_20559,0.0
ORF1ab_20538,0.0
S_1004,0.0
ORF1ab_20495,0.0
ORF1ab_20490,0.0
ORF1ab_20473,0.0
ORF1ab_20222,0.0
ORF1ab_20469,0.0
ORF1ab_20455,0.0
ORF1ab_20445,0.0
ORF1ab_20439,0.0
ORF1ab_20419,0.0
ORF1ab_20415,0.0
ORF1ab_20364,0.0
ORF1ab_20314,0.0
ORF1ab_20276,0.0
ORF1ab_20223,0.0
ORF1ab_20470,0.0
ORF1ab_19698,0.0
ORF1ab_19692,0.0
ORF1ab_19691,0.0
ORF1ab_19687,0.0
ORF1ab_19685,0.0
ORF1ab_19683,0.0
ORF1ab_19638,0.0
ORF1ab_19635,0.0
ORF1ab_19632,0.0
ORF1ab_19983,0.0
ORF1ab_19608,0.0
ORF1ab_19602,0.0
ORF1ab_19598,0.0
ORF1ab_19586,0.0
ORF1ab_19584,0.0
ORF1ab_19575,0.0
ORF1ab_19574,0.0
ORF1ab_19554,0.0
ORF1ab_19552,0.0
ORF1ab_19527,0.0
ORF1ab_19617,0.0
ORF1ab_19971,0.0
ORF1ab_19950,0.0
ORF1ab_19914,0.0
ORF1ab_19913,0.0
ORF1ab_19899,0.0
ORF1ab_19884,0.0
ORF1ab_19869,0.0
ORF1ab_19865,0.0
ORF1ab_19849,0.0
ORF1ab_19840,0.0
ORF1ab_19705,0.0
ORF1ab_19819,0.0
ORF1ab_19804,0.0
ORF1ab_19796,0.0
ORF1ab_19791,0.0
ORF1ab_19783,0.0
ORF1ab_19769,0.0
ORF1ab_19767,0.0
ORF1ab_19766,0.0
ORF1ab_19738,0.0
ORF1ab_19719,0.0
ORF1ab_19838,0.0
ORF1ab_19225,0.0
ORF1ab_19224,0.0
ORF1ab_19223,0.0
ORF1ab_19222,0.0
ORF1ab_19221,0.0
ORF1ab_19220,0.0
ORF1ab_19219,0.0
ORF1ab_19218,0.0
ORF1ab_19217,0.0
ORF1ab_19367,0.0
ORF1ab_19215,0.0
ORF1ab_19214,0.0
ORF1ab_19213,0.0
ORF1ab_19212,0.0
ORF1ab_19211,0.0
ORF1ab_19210,0.0
ORF1ab_19209,0.0
ORF1ab_19208,0.0
ORF1ab_19207,0.0
ORF1ab_19206,0.0
ORF1ab_19216,0.0
ORF1ab_19246,0.0
ORF1ab_19245,0.0
ORF1ab_19244,0.0
ORF1ab_19243,0.0
ORF1ab_19242,0.0
ORF1ab_19241,0.0
ORF1ab_19240,0.0
ORF1ab_19239,0.0
ORF1ab_19238,0.0
ORF1ab_19226,0.0
ORF1ab_19236,0.0
ORF1ab_19235,0.0
ORF1ab_19234,0.0
ORF1ab_19233,0.0
ORF1ab_19232,0.0
